,bias,cells,cellswithmotif,cellswithmotif_sd,cellswithmotif_se,elong,maxstrandlen,motif,motiffreq,motiffreq_sd,motiffreq_se,nonemptystrands,nonemptystrands_sd,nonemptystrands_se,nr_samples,rounds,sampler_start,strands,trials
260,"[0.5, 0.5]",100,"['0.98826800000000015', '0.0014666206053373146']","['0.0013215808715322942', '0.0014666206053373146']","['0.00018689975922938254', '0.00020741147509238688']",0.2,7,"['10000', '01111']","['0.073400489799798907', '0.073470560962826184']","['0.00056374868732335165', '0.00047314116447465091']","['7.9726103938271322e-05', '6.6912265171705055e-05']",['0.95229443999999996'],['0.00037138363776557671'],['5.2521577737153535e-05'],50,15000,1000,100,50
261,"[0.5, 0.5]",100,"['0.58244399999999996', '0.0083477192094607439']","['0.0083602191358839381', '0.0083477192094607439']","['0.0011823135286378142', '0.0011805457720901794']",0.025,7,"['10000', '01111']","['0.018095803330522506', '0.018123416836079848']","['0.00032936487585594621', '0.00038481550699421272']","['4.6579227440480988e-05', '5.4421130900269424e-05']",['0.71432423999999994'],['0.0011558713866170458'],['0.00016346489913128214'],50,15000,1000,100,50
262,"[0.5, 0.5]",100,"['0.22276000000000004', '0.0075138538713498985']","['0.0066146504064840727', '0.0075138538713498985']","['0.00093545283152064816', '0.0010626194050552611']",0.0125,7,"['10000', '01111']","['0.0054996674241375564', '0.0055416060554437808']","['0.0002092665669768894', '0.00022390146255362838']","['2.9594761716997466e-05', '3.1664448497851291e-05']",['0.55540811999999973'],['0.0015553202324923392'],['0.00021995549666239413'],50,15000,1000,100,50
263,"[0.6, 0.4]",100,"['0.91860000000000031', '0.0056570182958869709']","['0.0052701423130689833', '0.0056570182958869709']","['0.00074531067347784695', '0.00080002319966360886']",0.1,7,"['10000', '01111']","['0.062767788435312735', '0.062783230425502948']","['0.0018401252314398982', '0.0019928342549611231']","['0.00026023300587672344', '0.00028182932309277025']",['0.90930303999999995'],['0.00059747739572305579'],['8.4496063624290215e-05'],50,15000,1000,100,50
264,"[0.6, 0.4]",100,"['0.96508799999999961', '0.0036728190807606758']","['0.0036044772159080202', '0.0036728190807606758']","['0.00050975005640019366', '0.0005194150556154432']",0.2,7,"['10000', '01111']","['0.079915891907929082', '0.077931838410322654']","['0.003103836322089965', '0.0029846974002358685']","['0.00043894874220858543', '0.00042209995429932831']",['0.95235247999999961'],['0.00028318829354338348'],['4.0048872543434606e-05'],50,15000,1000,100,50
265,"[0.6, 0.4]",100,"['0.53537599999999996', '0.0092290159822160985']","['0.0090499626518566589', '0.0092290159822160985']","['0.0012798579921225667', '0.0013051799569408057']",0.025,7,"['10000', '01111']","['0.019254269632754232', '0.019222688439875343']","['0.00066783031320437314', '0.00057122085476206104']","['9.4445468629749638e-05', '8.0782827991485867e-05']",['0.71402383999999985'],['0.00118154853239302'],['0.00016709619591122351'],50,15000,1000,100,50
266,"[0.6, 0.4]",100,"['0.20996000000000009', '0.0083248072650362274']","['0.0087189907672849294', '0.0083248072650362274']","['0.0012330514993300146', '0.0011773055338356304']",0.0125,7,"['10000', '01111']","['0.0057806726608388235', '0.0057421572644419739']","['0.00023033070995512683', '0.00026430685758285788']","['3.2573681384956401e-05', '3.737863426218917e-05']",['0.55551120000000009'],['0.0015331253308193578'],['0.00021681666356624738'],50,15000,1000,100,50
267,"[0.7, 0.3]",100,"['0.7799079999999996', '0.041403291849803424']","['0.040707448163695988', '0.041403291849803424']","['0.0057569025282698605', '0.0058553096860883428']",0.1,7,"['10000', '01111']","['0.071811294654128902', '0.074849483029381811']","['0.012076697402247745', '0.012683889740404143']","['0.0017079029254934686', '0.0017937728894524493']",['0.90918700000000019'],['0.00052559501519707094'],['7.4330359880739075e-05'],50,15000,1000,100,50
268,"[0.7, 0.3]",100,"['0.8478639999999994', '0.047477361510513599']","['0.049566382801249469', '0.047477361510513599']","['0.0070097450795303514', '0.0067143128553858707']",0.2,7,"['10000', '01111']","['0.092817348983990244', '0.089606220385845037']","['0.02512797914402698', '0.02493820004298633']","['0.0035536328900511228', '0.0035267940721964569']",['0.95233663999999996'],['0.00030647138594008252'],['4.3341599047574374e-05'],50,15000,1000,100,50
269,"[0.7, 0.3]",100,"['0.47927599999999992', '0.01527705154799185']","['0.014932482178124295', '0.01527705154799185']","['0.0021117718816197912', '0.0021605013492242958']",0.025,7,"['10000', '01111']","['0.022481656213380816', '0.022787862323075735']","['0.0009995875464549294', '0.0011965763562347285']","['0.00014136302649758072', '0.00016922145114021329']",['0.71437091999999991'],['0.0013786418946194624'],['0.0001949694065026583'],50,15000,1000,100,50
270,"[0.7, 0.3]",100,"['0.20076000000000005', '0.008527922138481343']","['0.010204626401784633', '0.008527922138481343']","['0.0014431521056354384', '0.0012060303147102083']",0.0125,7,"['10000', '01111']","['0.0063697345884355574', '0.0063709245229331916']","['0.00048274218642564232', '0.00033417081621738465']","['6.8270054717278433e-05', '4.7258890044391237e-05']",['0.55569351999999983'],['0.0014301842991726536'],['0.00020225860325830266'],50,15000,1000,100,50
271,"[0.8, 0.2]",100,"['0.62177199999999999', '0.10708447536407881']","['0.10568176387627146', '0.10708447536407881']","['0.014945658376933412', '0.015144031737948782']",0.1,7,"['10000', '01111']","['0.082284414345937626', '0.075261271998250695']","['0.020493395039577107', '0.020588135522160073']","['0.0028982037204039455', '0.0029116020479414057']",['0.90902207999999984'],['0.00051111814055070743'],['7.2283020634172823e-05'],50,15000,1000,100,50
272,"[0.8, 0.2]",100,"['0.6464160000000001', '0.2025632091372962']","['0.20697109688069973', '0.2025632091372962']","['0.029270133222792132', '0.028646763759978194']",0.2,7,"['10000', '01111']","['0.10382860421612557', '0.092161225295675275']","['0.051514446477373757', '0.052039377593650446']","['0.0072852428866444878', '0.0073594793570395016']",['0.95241824000000019'],['0.00034594257095644783'],['4.8923667564882529e-05'],50,15000,1000,100,50
273,"[0.8, 0.2]",100,"['0.425904', '0.025303803982800698']","['0.023338285798232911', '0.025303803982800698']","['0.0033005320298400377', '0.0035784982772107087']",0.025,7,"['10000', '01111']","['0.026359942479655816', '0.026327438735226041']","['0.0016371877494707268', '0.0017584811807128274']","['0.00023153331194525868', '0.00024868679349419339']",['0.71429328000000014'],['0.0012736577097477958'],['0.00018012240069463877'],50,15000,1000,100,50
274,"[0.8, 0.2]",100,"['0.19746399999999997', '0.0089831166083937774']","['0.0094177228670204588', '0.0089831166083937774']","['0.0013318671405211562', '0.0012704045339969479']",0.0125,7,"['10000', '01111']","['0.0075441556714850892', '0.0075561060797888881']","['0.00048389842927614509', '0.00051251209496171505']","['6.8433572149336237e-05', '7.2480155557510501e-05']",['0.55542611999999991'],['0.0014814111332105053'],['0.00020950317160367923'],50,15000,1000,100,50
275,"[0.9, 0.1]",100,"['0.50674000000000008', '0.12235992422357901']","['0.12472404259003154', '0.12235992422357901']","['0.017638643258482214', '0.017304306432792963']",0.1,7,"['10000', '01111']","['0.064409519121037345', '0.064687708683511411']","['0.015260437069346131', '0.015266595868931646']","['0.0021581517071210428', '0.0021590226929112197']",['0.90908756000000013'],['0.00062059394647383541'],['8.7765237582994061e-05'],50,15000,1000,100,50
276,"[0.9, 0.1]",100,"['0.580704', '0.22797166802916538']","['0.22538871396766963', '0.22797166802916538']","['0.03187477760989086', '0.032240062476366259']",0.2,7,"['10000', '01111']","['0.089983970478869871', '0.068712319299598992']","['0.036178185721921205', '0.035981302023834941']","['0.005116368090999363', '0.0050885245313949867']",['0.95240964000000006'],['0.00034681515307153146'],['4.9047069311026075e-05'],50,15000,1000,100,50
277,"[0.9, 0.1]",100,"['0.39371599999999995', '0.020431835551413403']","['0.019324226866811494', '0.020431835551413403']","['0.0027328583717419353', '0.0028894978940985599']",0.025,7,"['10000', '01111']","['0.026325169159610907', '0.026662447469876619']","['0.0014293436994168198', '0.0013940406606508949']","['0.0002021397245007799', '0.00019714712087920449']",['0.71403024000000004'],['0.0015844662768263313'],['0.00022407736978106004'],50,15000,1000,100,50
278,"[0.9, 0.1]",100,"['0.19566400000000009', '0.011416566909539837']","['0.01148462903188433', '0.011416566909539837']","['0.0016241718135714608', '0.0016145463759211129']",0.0125,7,"['10000', '01111']","['0.0084044054248857553', '0.0084744216689762904']","['0.00062338016940562103', '0.00055439726824521585']","['8.8159269008786676e-05', '7.8403613569497904e-05']",['0.55552715999999991'],['0.0017755213810033475'],['0.00025109664172983412'],50,15000,1000,100,50
279,"[0.55, 0.45]",100,"['0.94504399999999966', '0.003454768299032527']","['0.0041773273752484276', '0.003454768299032527']","['0.00059076330285487292', '0.0004885780183348428']",0.1,7,"['10000', '01111']","['0.059283688625030612', '0.059482981344755832']","['0.000915882227482535', '0.00070000836994974511']","['0.00012952530676422813', '9.8996133055761245e-05']",['0.90907547999999994'],['0.0005315360096927081'],['7.5170543379710463e-05'],50,15000,1000,100,50
280,"[0.55, 0.45]",100,"['0.9820399999999998', '0.0023546549641083156']","['0.0022474874860608017', '0.0023546549641083156']","['0.00031784272840509978', '0.00033299849849511133']",0.2,7,"['10000', '01111']","['0.075019437814002055', '0.074628368613000859']","['0.00089245151027555016', '0.0009064659518443083']","['0.00012621170295920345', '0.00012819364429276576']",['0.95241951999999996'],['0.00027817276933589147'],['3.9339570307770034e-05'],50,15000,1000,100,50
281,"[0.55, 0.45]",100,"['0.56157599999999996', '0.0084792688364033007']","['0.0088564227541372449', '0.0084792688364033007']","['0.001252487317301057', '0.0011991496987449079']",0.025,7,"['10000', '01111']","['0.018384056139455061', '0.018427127848289888']","['0.00046753959297897186', '0.00048082319710104985']","['6.6120083333725863e-05', '6.7998668644389648e-05']",['0.71457607999999961'],['0.0012871910478246911'],['0.00018203630371989134'],50,15000,1000,100,50
282,"[0.55, 0.45]",100,"['0.21626400000000004', '0.0071377486646701065']","['0.0064045533802131729', '0.0071377486646701065']","['0.00090574062512399189', '0.0010094300966386914']",0.0125,7,"['10000', '01111']","['0.0056384700234477355', '0.0055033442352903092']","['0.00020092980264363163', '0.00021145789113971163']","['2.8415765198357319e-05', '2.990466175205937e-05']",['0.55529176000000002'],['0.001627822331337151'],['0.00023020884181107888'],50,15000,1000,100,50
283,"[0.65, 0.35]",100,"['0.86495999999999984', '0.011504712078100868']","['0.013510470014029802', '0.011504712078100868']","['0.0019106689927875964', '0.0016270119852047802']",0.1,7,"['10000', '01111']","['0.067113476208312567', '0.068166821090574106']","['0.0049704091078184038', '0.0050791890641896801']","['0.00070292199708195413', '0.00071830580604341542']",['0.90898083999999979'],['0.00055088134330359261'],['7.7906386695824961e-05'],50,15000,1000,100,50
284,"[0.65, 0.35]",100,"['0.92401600000000006', '0.012478185124448161']","['0.013351424792882602', '0.012478185124448161']","['0.0018881766019098968', '0.0017646818636796796']",0.2,7,"['10000', '01111']","['0.084274731284321711', '0.085649833704369252']","['0.0098235503380832805', '0.0095032488523471449']","['0.0013892598118772177', '0.0013439623413595881']",['0.95236379999999998'],['0.00028879896121690359'],['4.084234077522065e-05'],50,15000,1000,100,50
285,"[0.65, 0.35]",100,"['0.50817199999999996', '0.012271606903743279']","['0.010991561126609805', '0.012271606903743279']","['0.0015544414816904481', '0.0017354672915385048']",0.025,7,"['10000', '01111']","['0.020725515689997046', '0.020606932924837517']","['0.00079470681229434968', '0.00066074885274769544']","['0.00011238851520569588', '9.3443998887825393e-05']",['0.71409920000000005'],['0.0014002591188776756'],['0.00019802654367534088'],50,15000,1000,100,50
286,"[0.65, 0.35]",100,"['0.20746400000000004', '0.0080340166790964455']","['0.0073992907768244912', '0.0080340166790964455']","['0.0010464177368527349', '0.0011361815347909847']",0.0125,7,"['10000', '01111']","['0.0060820458513128946', '0.0060045054181964205']","['0.00029550897656792976', '0.00031368347342543128']","['4.1791280246535939e-05', '4.4361542241054525e-05']",['0.55558915999999992'],['0.0016919748504041169'],['0.00023928137806356907'],50,15000,1000,100,50
287,"[0.75, 0.25]",100,"['0.70344400000000007', '0.077671761046084142']","['0.076541672727998306', '0.077671761046084142']","['0.010824627165865805', '0.010984445788477445']",0.1,7,"['10000', '01111']","['0.080233315995876978', '0.073995018003882543']","['0.018173462372454006', '0.018304533340593215']","['0.002570115696240158', '0.0025886519303177421']",['0.90902519999999987'],['0.00048044879019513379'],['6.7945719511970391e-05'],50,15000,1000,100,50
288,"[0.75, 0.25]",100,"['0.7248239999999998', '0.1221903771006539']","['0.12479201025706735', '0.1221903771006539']","['0.017648255338134702', '0.01728032884872276']",0.2,7,"['10000', '01111']","['0.093371776056720215', '0.10015737427568679']","['0.0420728902886379', '0.041962349192886689']","['0.0059500052054426997', '0.0059343723337616054']",['0.9522665600000001'],['0.00029633144686306439'],['4.1907595111138778e-05'],50,15000,1000,100,50
289,"[0.75, 0.25]",100,"['0.44777199999999995', '0.017130193694176371']","['0.017672623347992217', '0.017130193694176371']","['0.0024992863621442008', '0.0024225752248382294']",0.025,7,"['10000', '01111']","['0.024527075743190112', '0.02424232163487236']","['0.0013471660009836048', '0.0012698921837510362']","['0.00019051804293589402', '0.00017958987490123018']",['0.71438047999999998'],['0.0011468954658555536'],['0.00016219551224371328'],50,15000,1000,100,50
290,"[0.75, 0.25]",100,"['0.1997320000000001', '0.0082495682311257978']","['0.0083041782254477167', '0.0082495682311257978']","['0.0011743881470791502', '0.0011666651276180326']",0.0125,7,"['10000', '01111']","['0.006957760764319915', '0.0069042041856797612']","['0.00047271312924276318', '0.00040741423523447105']","['6.6851731848694142e-05', '5.7617073697245139e-05']",['0.55485656000000017'],['0.0015683342521286758'],['0.00022179595696946382'],50,15000,1000,100,50
291,"[0.85, 0.15]",100,"['0.524196', '0.11785321962509132']","['0.11974330872328524', '0.11785321962509132']","['0.016934261119989854', '0.016666962156313914']",0.1,7,"['10000', '01111']","['0.073106716635038954', '0.075760350598096216']","['0.018148824744177641', '0.018190601429252211']","['0.0025666314094348434', '0.0025725395248971882']",['0.90911359999999997'],['0.00056716868742904083'],['8.020976499154963e-05'],50,15000,1000,100,50
292,"[0.85, 0.15]",100,"['0.53036799999999995', '0.24625423743765301']","['0.24638730278973389', '0.24625423743765301']","['0.034844426520176795', '0.034825608237617323']",0.2,7,"['10000', '01111']","['0.091039380919301929', '0.096897021863440638']","['0.050954104855608605', '0.050412826449327992']","['0.0072059986145382466', '0.0071294502882200727']",['0.95236196000000017'],['0.0002913643739375224'],['4.1205144921479008e-05'],50,15000,1000,100,50
293,"[0.85, 0.15]",100,"['0.40733600000000009', '0.022158664219668125']","['0.021097542605715981', '0.022158664219668125']","['0.0029836430885747745', '0.0031337083463526096']",0.025,7,"['10000', '01111']","['0.026676918179646299', '0.027015602966838675']","['0.0014874662020398584', '0.001742176536851316']","['0.0002103594876496366', '0.00024638096864633213']",['0.71430583999999997'],['0.0010292890626057807'],['0.00014556345519393848'],50,15000,1000,100,50
294,"[0.85, 0.15]",100,"['0.19590000000000005', '0.0091424285613834633']","['0.0095561707812282289', '0.0091424285613834633']","['0.0013514466323166455', '0.0012929346464535638']",0.0125,7,"['10000', '01111']","['0.0079530486323999353', '0.0081368538313308213']","['0.00058031437627045095', '0.00049674960875903526']","['8.2068846136175517e-05', '7.0251003381055651e-05']",['0.55567924000000002'],['0.0013209039868211547'],['0.00018680403327551689'],50,15000,1000,100,50
295,"[0.95, 0.05]",100,"['0.4831879999999999', '0.055029160124428586']","['0.046265726580266731', '0.055029160124428586']","['0.0065429618002858601', '0.007782298457396762']",0.1,7,"['10000', '01111']","['0.048010909900834405', '0.048636803679877862']","['0.0041356077118748485', '0.0047451040510129716']","['0.0005848632514788174', '0.00067105905038140586']",['0.90921759999999996'],['0.00050215567307356943'],['7.1015536328323194e-05'],50,15000,1000,100,50
296,"[0.95, 0.05]",100,"['0.49541999999999986', '0.099226886356470964']","['0.097140403540442427', '0.099226886356470964']","['0.013737727614128909', '0.014032800843737507']",0.2,7,"['10000', '01111']","['0.052951775911541592', '0.053405128169279031']","['0.0097249609097135072', '0.0099608109572641643']","['0.0013753171612065033', '0.0014086713947997513']",['0.9523952'],['0.00029449047522796799'],['4.1647242405709027e-05'],50,15000,1000,100,50
297,"[0.95, 0.05]",100,"['0.37862400000000007', '0.016444050595884208']","['0.01511516536462636', '0.016444050595884208']","['0.0021376071856166667', '0.0023255399373048823']",0.025,7,"['10000', '01111']","['0.024971920124151184', '0.025073762778425168']","['0.0012983529316830506', '0.0012836709628310887']","['0.00018361483247330385', '0.00018153848852602548']",['0.71383892000000015'],['0.0012072798654827247'],['0.0001707351559345635'],50,15000,1000,100,50
298,"[0.95, 0.05]",100,"['0.19574800000000012', '0.009898285912217324']","['0.012412562024014213', '0.009898285912217324']","['0.0017554013558158134', '0.0013998290181304282']",0.0125,7,"['10000', '01111']","['0.0087326314442125325', '0.0085565242278512633']","['0.00054609474891024708', '0.00059700732092638235']","['7.722946002496013e-05', '8.442958500901168e-05']",['0.55549252000000005'],['0.0015797525279612561'],['0.00022341074502359902'],50,15000,1000,100,50
299,"[1.0, 0.0]",100,"['0.463088', '0.015491791374789447']","['0.014678319249832393', '0.015491791374789447']","['0.0020758278155955045', '0.0021908701467681772']",0.1,7,"['10000', '01111']","['0.042830886009273837', '0.042874206119635758']","['0.0018658762579966668', '0.0020258099562982428']","['0.00026387475097688462', '0.00028649279149874221']",['0.90906684000000026'],['0.00056071469964680232'],['7.9297033286246436e-05'],50,15000,1000,100,50
300,"[1.0, 0.0]",100,"['0.48621999999999999', '0.014335270628767343']","['0.013583062982994661', '0.014335270628767343']","['0.0019209351889118997', '0.0020273134143491459']",0.2,7,"['10000', '01111']","['0.045471896448825273', '0.045729730793147419']","['0.0016817493394631813', '0.0015264136466414334']","['0.0002378352724380825', '0.00021586748808716881']",['0.95234935999999992'],['0.00031827546308188618'],['4.5010947646098072e-05'],50,15000,1000,100,50
301,"[1.0, 0.0]",100,"['0.35081200000000001', '0.013128594745821039']","['0.013666625625954628', '0.013128594745821039']","['0.0019327527312100723', '0.0018566636744440268']",0.025,7,"['10000', '01111']","['0.023604593349711343', '0.023823896074730247']","['0.0012501219415667257', '0.001414068941329602']","['0.00017679394043838492', '0.00019997954749588874']",['0.71420272000000007'],['0.0013313934811317099'],['0.00018828747178715915'],50,15000,1000,100,50
302,"[1.0, 0.0]",100,"['0.18824000000000002', '0.010340027852960553']","['0.0087096268576788028', '0.010340027852960553']","['0.0012317272425338326', '0.0014623007624972367']",0.0125,7,"['10000', '01111']","['0.0089015331421515922', '0.0089882927817766869']","['0.00058550993476995297', '0.00067700786784956584']","['8.280360906558536e-05', '9.5743370854614807e-05']",['0.55582588000000022'],['0.0015517272652112476'],['0.00021944737435658588'],50,15000,1000,100,50
303,"[0.6, 0.4]",100,"['0.96612800000000021', '0.0032430504158893433']","['0.0029075790616937451', '0.0032430504158893433']","['0.00041119377427193321', '0.00045863658816104152']",0.1,7,"['11110', '00001']","['0.061947822280103156', '0.061834455686003639']","['0.00039801789169011066', '0.0004200803945683426']","['5.6288230049530011e-05', '5.9408339128559115e-05']",['0.90919339999999993'],['0.00054091644456421976'],['7.6497137201335399e-05'],50,15000,1000,100,50
304,"[0.6, 0.4]",100,"['0.99163999999999974', '0.0012902340872880504']","['0.0014394443372357448', '0.0012902340872880504']","['0.00020356817039999414', '0.00018246665448788327']",0.2,7,"['11110', '00001']","['0.078392765955172', '0.078345548898367895']","['0.00048833294162860513', '0.00041469554972204455']","['6.9060706900472233e-05', '5.864680706726816e-05']",['0.9524057199999999'],['0.00031884316144460277'],['4.5091232318487153e-05'],50,15000,1000,100,50
305,"[0.6, 0.4]",100,"['0.86848400000000014', '0.0056128153363530324']","['0.0052500803803370499', '0.0056128153363530324']","['0.00074247348774215526', '0.00079377195717661637']",0.05,7,"['11110', '00001']","['0.040115543809335547', '0.040052637658988088']","['0.00041126658431944128', '0.00048283313130574227']","['5.816187812954119e-05', '6.8282916265565016e-05']",['0.83343915999999996'],['0.0010210695639377169'],['0.00014440104254471013'],50,15000,1000,100,50
306,"[0.6, 0.4]",100,"['0.59730399999999984', '0.0071274354434116048']","['0.00790445342828963', '0.0071274354434116048']","['0.0011178585241433702', '0.0010079715869011387']",0.025,7,"['11110', '00001']","['0.01884356250185619', '0.01885862925741327']","['0.00036134966051809016', '0.000361921907867207']","['5.110255906635968e-05', '5.1183487062574986e-05']",['0.71451039999999988'],['0.0012205075010011217'],['0.00017260582608938802'],50,15000,1000,100,50
307,"[0.6, 0.4]",100,"['0.22739200000000001', '0.0064007862017099165']","['0.0068275863963775541', '0.0064007862017099165']","['0.00096556652800311828', '0.00090520786563087329']",0.0125,7,"['11110', '00001']","['0.0056452538736215252', '0.0056136736567154021']","['0.0002125663607307087', '0.00016019483061969968']","['3.0061423024965991e-05', '2.2654970208444004e-05']",['0.55579480000000014'],['0.0017515065515150256'],['0.00024770043197378791'],50,15000,1000,100,50
308,"[0.7, 0.3]",100,"['0.97396399999999961', '0.0021301981128523662']","['0.0022949300642938716', '0.0021301981128523662']","['0.00032455212216221522', '0.00030125550617373888']",0.1,7,"['11110', '00001']","['0.072295327916107849', '0.072314663817873534']","['0.00053797295057430943', '0.00056451063210918374']","['7.6080864289205908e-05', '7.9833859203261645e-05']",['0.90905944000000005'],['0.00049078012021676939'],['6.940679021536533e-05'],50,15000,1000,100,50
309,"[0.7, 0.3]",100,"['0.99405200000000027', '0.00097376793950100765']","['0.00092244024196697343', '0.00097376793950100765']","['0.00013045275006684132', '0.00013771158266464285']",0.2,7,"['11110', '00001']","['0.093070509481446587', '0.093050484215988161']","['0.00058298319094943381', '0.00051131608258168438']","['8.2446273527623311e-05', '7.2311013864649953e-05']",['0.95236683999999994'],['0.00031626902219474679'],['4.4727194054628832e-05'],50,15000,1000,100,50
310,"[0.7, 0.3]",100,"['0.88313999999999993', '0.0052500118095104662']","['0.0048675661269262961', '0.0052500118095104662']","['0.00068837780324470458', '0.00074246379036286148']",0.05,7,"['11110', '00001']","['0.046132621767764871', '0.046090655229460271']","['0.00057227828465454403', '0.00055984312789163421']","['8.0932371161006677e-05', '7.9173774426572426e-05']",['0.83325832000000033'],['0.00071119711585468847'],['0.00010057846067623297'],50,15000,1000,100,50
311,"[0.7, 0.3]",100,"['0.61520399999999975', '0.0091483769052220359']","['0.0075058899538962007', '0.0091483769052220359']","['0.0010614931370479972', '0.0012937758693065805']",0.025,7,"['11110', '00001']","['0.020931728110630873', '0.020982029375457425']","['0.00043858877065167714', '0.00039705826965651949']","['6.2025818776014467e-05', '5.6152519000064341e-05']",['0.7147225599999999'],['0.0014351116494545342'],['0.0002029554358178225'],50,15000,1000,100,50
312,"[0.7, 0.3]",100,"['0.23307999999999995', '0.0079441047324415367']","['0.0075039189761084138', '0.0079441047324415367']","['0.0010612143986961347', '0.0011234660653531108']",0.0125,7,"['11110', '00001']","['0.0059280450410159561', '0.005936516463051017']","['0.0002417441782570362', '0.0002230419767220736']","['3.4187789551583967e-05', '3.1542898845886065e-05']",['0.55556043999999993'],['0.0016984393914414406'],['0.00024019560222451913'],50,15000,1000,100,50
313,"[0.8, 0.2]",100,"['0.97952799999999951', '0.0019266925027102793']","['0.0019745419722052089', '0.0019266925027102793']","['0.00027924240365675252', '0.00027247546678554381']",0.1,7,"['11110', '00001']","['0.089170037761529153', '0.089046189099886278']","['0.00085567028866651051', '0.00075335541277434697']","['0.00012101005271518803', '0.00010654054420326627']",['0.90903676'],['0.00049973111009822167'],['7.0672651344066739e-05'],50,15000,1000,100,50
314,"[0.8, 0.2]",100,"['0.99600400000000011', '0.00084593143930227399']","['0.00089754331371805966', '0.00084593143930227399']","['0.00012693179270773696', '0.00011963277142990685']",0.2,7,"['11110', '00001']","['0.11619484757554215', '0.11627660223497989']","['0.00080347183655780788', '0.00086633025637463225']","['0.00011362807682448706', '0.00012251759980591654']",['0.95242616000000002'],['0.00031544580263492074'],['4.4610773227997149e-05'],50,15000,1000,100,50
315,"[0.8, 0.2]",100,"['0.90033200000000013', '0.0051913404819950064']","['0.0057093060874330347', '0.0051913404819950064']","['0.00080741781005870691', '0.00073416641165338181']",0.05,7,"['11110', '00001']","['0.056034972277746981', '0.056108728201865826']","['0.00079628002940037353', '0.00070797614322666569']","['0.00011261100170248551', '0.00010012294635877474']",['0.83312572000000018'],['0.00087176776815848687'],['0.00012328658009694562'],50,15000,1000,100,50
316,"[0.8, 0.2]",100,"['0.63291200000000014', '0.0078924936490313308']","['0.0065973521961465694', '0.0078924936490313308']","['0.00093300649515424021', '0.0011161671559403626']",0.025,7,"['11110', '00001']","['0.024528540552225545', '0.024612418418045658']","['0.00046594215083134931', '0.00052470876594700041']","['6.5894170898698448e-05', '7.4205025309829792e-05']",['0.7141127599999999'],['0.0012108048820515735'],['0.00017123366855848908'],50,15000,1000,100,50
317,"[0.8, 0.2]",100,"['0.24026800000000009', '0.0087192118909910597']","['0.0083762148969567362', '0.0087192118909910597']","['0.0011845756708627772', '0.0012330827709444317']",0.0125,7,"['11110', '00001']","['0.006525751944917303', '0.006538609568328']","['0.00026151565540011345', '0.00026060431984796756']","['3.6983898663972916e-05', '3.6855016354201168e-05']",['0.5557001199999998'],['0.0015563780214330988'],['0.00022010509060900918'],50,15000,1000,100,50
318,"[0.9, 0.1]",100,"['0.97843999999999998', '0.0022518436890690031']","['0.0022870067774275931', '0.0022518436890690031']","['0.00032343160018772884', '0.00031845878854256472']",0.1,7,"['11110', '00001']","['0.10288219449294114', '0.10262792905848801']","['0.0010931496925972641', '0.0011976605187141564']","['0.00015459471209750307', '0.00016937477486843561']",['0.90908832000000006'],['0.00052144282294417689'],['7.3743151220976742e-05'],50,15000,1000,100,50
319,"[0.9, 0.1]",100,"['0.99542000000000019', '0.0008860609459851274']","['0.00092800862064961799', '0.0008860609459851274']","['0.00013124023773218384', '0.00012530794069013016']",0.2,7,"['11110', '00001']","['0.13078668498027535', '0.13061708245602829']","['0.0012610245420415151', '0.0012465022055539834']","['0.00017833580098404318', '0.00017628203246224187']",['0.95241832000000004'],['0.00037764541252339676'],['5.3407126415856995e-05'],50,15000,1000,100,50
320,"[0.9, 0.1]",100,"['0.90128399999999997', '0.0046295071011933772']","['0.0054146601001355613', '0.0046295071011933772']","['0.00076574857492521715', '0.00065471117296102266']",0.05,7,"['11110', '00001']","['0.067006625869633629', '0.066624470107593495']","['0.0011698704082052089', '0.0010022435384090551']","['0.00016544465975027554', '0.00014173864048188856']",['0.83325840000000018'],['0.0008797582395180777'],['0.00012441660339359431'],50,15000,1000,100,50
321,"[0.9, 0.1]",100,"['0.64196399999999998', '0.010101244279790511']","['0.0096211176065985303', '0.010101244279790511']","['0.0013606315004438213', '0.0014285316657323386']",0.025,7,"['11110', '00001']","['0.029542496855247437', '0.02944714942241625']","['0.00081858503039018216', '0.00083629076759536135']","['0.00011576540519333878', '0.0001182693745620766']",['0.71440331999999984'],['0.0010815555915439522'],['0.00015295505860219127'],50,15000,1000,100,50
322,"[0.9, 0.1]",100,"['0.24269200000000002', '0.0075264536137546224']","['0.0080013208909529374', '0.0075264536137546224']","['0.001131557652088482', '0.0010644012777143779']",0.0125,7,"['11110', '00001']","['0.0071311102568402543', '0.00717594305239737']","['0.00034518181667465104', '0.0003771113527390596']","['4.8816080662587485e-05', '5.3331598956844227e-05']",['0.55538644000000004'],['0.0017579273837106794'],['0.00024860847477106945'],50,15000,1000,100,50
323,"[0.55, 0.45]",100,"['0.96274799999999972', '0.0023930699947975029']","['0.0026165045385016681', '0.0023930699947975029']","['0.00037002962043598153', '0.00033843120423507404']",0.1,7,"['11110', '00001']","['0.059342205555559378', '0.05928462664998959']","['0.00041407199985723294', '0.00039256571269818513']","['5.8558623799704908e-05', '5.5517175502043335e-05']",['0.90911308000000024'],['0.00054846800599485141'],['7.7565089260564686e-05'],50,15000,1000,100,50
